Time,Average,MvgAvg,Sum,Med
897.275381088,87.19140625,87.69290625,1674075,16.0
897.41375494,87.125,87.615875,1672800,16.0
897.560575008,87.64296875,87.558765625,1682745,16.0
897.615931034,88.54609375,87.507765625,1700085,16.0
897.71249795,88.20078125,87.476421875,1693455,16.0
897.809337139,87.284375,87.430203125,1675860,16.0
897.960606098,86.6203125,87.371765625,1663110,16.0
898.0154531,86.84609375,87.34015625,1667445,16.0
898.112494946,86.76640625,87.301375,1665915,16.0
898.250468016,86.3546875,87.24240625,1658010,16.0
898.341539145,87.0453125,87.185296875,1671270,16.0
898.442306042,87.178125,87.1536875,1673820,16.0
898.595119953,87.00546875,87.124203125,1670505,16.0
898.736495972,86.31484375,87.07134375,1657245,16.0
898.841969013,86.646875,87.03096875,1663620,16.0
898.994600058,86.15546875,86.99271875,1654185,16.0
899.04588604,85.9828125,86.942515625,1650870,15.0
899.142066956,86.15546875,86.875578125,1654185,16.0
899.281861067,85.91640625,86.811828125,1649595,16.0
899.374943972,86.8328125,86.780484375,1667190,16.0
899.517375946,86.328125,86.7414375,1657500,16.0
899.60999012,86.16875,86.71115625,1654440,16.0
899.747816086,86.63359375,86.710359375,1663365,16.0
899.840312004,86.8328125,86.711953125,1667190,16.0
899.981698036,86.859375,86.7223125,1667700,16.0
900.074667931,86.58046875,86.70371875,1662345,16.0
900.216479063,86.1953125,86.675828125,1654950,16.0
900.311880112,87.51015625,86.677953125,1680195,16.0
900.459939957,87.03203125,86.650859375,1671015,16.0
900.513684034,87.0453125,86.650328125,1671270,16.0
900.607650042,85.67734375,86.63359375,1645005,15.0
900.760183096,85.78359375,86.62828125,1647045,16.0
900.811640978,85.6109375,86.62828125,1643730,15.0
900.959670067,85.22578125,86.61075,1636335,15.0
901.010751009,84.88046875,86.56878125,1629705,15.0
901.160357952,85.09296875,86.54275,1633785,15.0
901.211611986,85.31875,86.516984375,1638120,15.0
901.350008011,85.81015625,86.495734375,1647555,15.0
901.440287113,85.88984375,86.504234375,1649085,16.0
901.581372023,85.11953125,86.48803125,1634295,15.0
901.72964716,84.309375,86.471296875,1618740,15.0
901.878040075,83.79140625,86.425609375,1608795,15.0
902.028017998,84.8671875,86.392671875,1629450,15.0
902.078398943,84.48203125,86.33821875,1622055,15.0
902.175111055,84.6546875,86.280046875,1625370,15.0
902.314535141,84.88046875,86.24578125,1629705,15.0
902.409121037,86.0890625,86.243125,1652910,15.0
902.55987215,85.54453125,86.224265625,1642455,15.0
902.614172935,84.45546875,86.18575,1621545,15.0
902.76267004,84.8671875,86.14696875,1629450,15.0
902.90695715,85.11953125,86.10553125,1634295,15.0
903.045407057,85.85,86.08003125,1648320,15.0
903.193120003,86.15546875,86.05028125,1654185,15.0
903.247234106,86.5140625,86.009640625,1661070,15.0
903.394039154,86.23515625,85.970328125,1655715,15.0
903.447688103,85.99609375,85.9445625,1651125,15.0
903.545161963,85.2125,85.91640625,1636080,15.0
903.696409941,84.89375,85.877359375,1629960,15.0
903.836452961,83.76484375,85.817328125,1608285,15.0
903.977270126,84.56171875,85.78146875,1623585,15.0
904.073528051,85.3453125,85.74746875,1638630,15.0
904.214700937,85.3984375,85.711875,1639650,15.0
904.308254957,85.35859375,85.6789375,1638885,15.0
904.452935934,85.51796875,85.663,1641945,15.0
904.540714025,85.0796875,85.63165625,1633530,15.0
904.696783066,84.69453125,85.6024375,1626135,15.0
904.837528944,84.096875,85.56471875,1614660,15.0
904.981460094,84.48203125,85.53125,1622055,15.0
905.073869944,84.6546875,85.506015625,1625370,15.0
905.213784933,84.21640625,85.4536875,1616955,15.0
905.359210968,83.5921875,85.39896875,1604970,15.0
905.414214134,84.734375,85.37028125,1626900,15.0
905.562508106,84.946875,85.336546875,1630980,15.0
905.713475943,85.1328125,85.302546875,1634550,15.0
905.806970119,86.009375,85.285546875,1651380,16.0
905.944895029,85.1328125,85.25659375,1634550,15.0
906.095555067,85.09296875,85.234546875,1633785,15.0
906.235551119,85.690625,85.19815625,1645260,15.0
906.375294924,86.79296875,85.193375,1666425,15.0
906.516417027,85.5046875,85.1625625,1641690,16.0
906.608745098,86.434375,85.177703125,1659540,16.0
906.75881815,84.93359375,85.160703125,1630725,15.0
906.806016922,84.13671875,85.13121875,1615425,15.0
906.959067106,84.24296875,85.1115625,1617465,15.0
907.007893085,84.21640625,85.09828125,1616955,15.0
907.149399996,84.50859375,85.08659375,1622565,15.0
907.243139982,84.4953125,85.070125,1622310,15.0
907.392136097,85.6640625,85.067203125,1644750,15.0
907.443583012,85.6109375,85.061625,1643730,15.0
907.539026976,85.19921875,85.06321875,1635825,15.0
907.683385134,86.28828125,85.102796875,1656735,16.0
907.77582407,85.96953125,85.146359375,1650615,16.0
907.928337097,84.77421875,85.1445,1627665,15.0
908.070559978,85.01328125,85.155125,1632255,15.0
908.214023113,84.96015625,85.161234375,1631235,15.0
908.308120966,85.38515625,85.171328125,1639395,15.0
908.458194971,86.02265625,85.17,1651635,16.0
908.607753038,85.903125,85.177171875,1649340,16.0
908.74633503,86.89921875,85.226046875,1668465,16.0
908.838649035,86.39453125,85.25659375,1658775,16.0
908.977587938,85.478125,85.263765625,1641180,15.0
909.073333025,85.0796875,85.248359375,1633530,15.0
909.212357998,84.88046875,85.222859375,1629705,15.0
909.358323097,85.57109375,85.204,1642965,15.0
909.413841963,85.62421875,85.19178125,1643985,16.0
909.50804615,85.796875,85.187796875,1647300,16.0
909.659121037,85.425,85.192046875,1640160,15.0
909.714875937,85.73046875,85.20878125,1646025,16.0
909.864072084,85.83671875,85.25021875,1648065,15.0
910.013067961,84.77421875,85.25446875,1627665,15.0
910.107285976,84.34921875,85.234546875,1619505,15.0
910.24851799,85.19921875,85.2305625,1635825,15.0
910.338176966,85.85,85.240390625,1648320,15.0
910.479274035,85.478125,85.23959375,1641180,15.0
910.575242043,85.10625,85.240125,1634040,15.0
910.726443052,94.28359375,85.43190625,1810245,17.0
910.791388035,92.065625,85.59128125,1767660,17.0
910.935847998,92.39765625,85.74959375,1774035,17.0
911.079632998,89.21015625,85.840703125,1712835,16.0
911.226022959,85.70390625,85.870453125,1645515,11.0
911.281177044,85.0796875,85.900203125,1633530,11.0
911.431657076,85.35859375,85.9126875,1638885,11.0
911.574191093,85.6640625,85.92703125,1644750,11.0
911.724487066,86.646875,85.9573125,1663620,11.0
911.77532196,87.178125,85.9806875,1673820,11.0
911.924972057,87.72265625,86.032484375,1684275,11.0
911.978667974,87.55,86.081625,1680960,11.0
912.074651003,86.97890625,86.107390625,1669995,11.0
912.171836138,87.19140625,86.115359375,1674075,10.0
912.312389135,88.134375,86.167953125,1692180,11.0
912.405102015,88.30703125,86.20540625,1695495,11.0
912.545506954,88.6921875,86.280578125,1702890,11.0
912.694095135,88.97109375,86.377265625,1708245,11.0
912.840297937,90.64453125,86.505296875,1740375,12.0
912.978598118,102.30546875,86.867078125,1964265,17.0
913.072056055,141.3390625,88.0036875,2713710,30.0
913.22428298,172.51015625,89.763984375,3312195,42.0
913.278186083,223.21796875,92.5150625,4285785,61.0
913.373808146,247.54921875,95.753828125,4752945,78.0
913.523988008,252.715625,99.10415625,4852140,93.0
913.578837156,254.26953125,102.46378125,4881975,102.0
913.723669052,253.4328125,105.813046875,4865910,104.0
913.779047012,253.7515625,109.19259375,4872030,103.0
913.933216095,255.0,112.592328125,4896000,111.0
914.093388081,255.0,115.993125,4896000,93.0
914.145384073,255.0,119.385421875,4896000,90.0
914.237982035,255.0,122.76496875,4896000,85.0
914.376608133,255.0,126.14690625,4896000,81.0
914.523324966,254.096875,129.490859375,4878660,82.0
914.585400105,253.15390625,132.826046875,4860555,76.0
914.673578978,252.6890625,136.170265625,4851630,73.0
914.822581053,252.7953125,139.524578125,4853670,73.0
914.873618126,252.2109375,142.8711875,4842450,70.0
914.972598076,251.79921875,146.19575,4834545,70.0
915.074792147,250.7234375,149.497734375,4813890,69.0
915.222439051,250.9625,152.801046875,4818480,69.0
